"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"23/05/2025","225,76","224,92","226,07","224,51","10,24B","0,65%"
"22/05/2025","224,32","224,16","225,47","223,85","12,58B","0,34%"
"21/05/2025","223,55","222,88","224,20","222,65","12,97B","0,39%"
"20/05/2025","222,67","225,79","226,49","222,67","12,26B","-1,06%"
"19/05/2025","225,06","223,93","225,58","223,67","12,01B","0,83%"
"16/05/2025","223,20","223,07","223,22","221,71","12,27B","0,86%"
"15/05/2025","221,29","220,78","222,53","220,78","15,14B","0,46%"
"14/05/2025","220,29","219,09","221,14","219,09","14,30B","0,99%"
"09/05/2025","218,12","218,83","220,05","217,74","9,49B","-0,15%"
"08/05/2025","218,45","221,44","221,74","218,24","12,63B","-1,08%"
"07/05/2025","220,84","220,38","222,52","220,28","12,49B","0,45%"
"06/05/2025","219,85","218,19","220,25","218,19","11,35B","1,25%"
"05/05/2025","217,13","217,24","218,35","216,52","10,92B","0,32%"
"02/05/2025","216,42","215,43","216,56","214,65","11,96B","0,64%"
"30/04/2025","215,04","214,69","215,78","214,31","11,59B","0,38%"
"29/04/2025","214,23","213,70","214,79","213,34","11,55B","0,59%"
"28/04/2025","212,97","212,63","213,81","211,92","10,67B","0,45%"
"25/04/2025","212,02","211,03","212,10","210,70","8,70B","0,86%"
"24/04/2025","210,22","210,97","211,96","209,24","8,13B","0,06%"
"23/04/2025","210,09","209,92","210,77","209,29","11,78B","0,68%"
"22/04/2025","208,67","206,73","208,71","205,49","11,44B","1,22%"
"21/04/2025","206,16","205,30","206,87","204,43","7,45B","0,80%"
"17/04/2025","204,52","202,62","204,59","202,43","8,38B","1,07%"
"16/04/2025","202,35","203,19","204,09","201,25","8,59B","0,12%"
"15/04/2025","202,11","201,35","203,29","200,21","8,23B","1,91%"
"14/04/2025","198,33","194,76","200,60","194,76","8,19B","2,33%"
"11/04/2025","193,81","192,09","194,98","190,64","7,50B","0,46%"
"10/04/2025","192,93","192,40","194,57","191,43","9,57B","3,92%"
"09/04/2025","185,66","186,52","189,41","184,75","7,53B","-0,35%"
"08/04/2025","186,30","186,16","186,76","183,10","9,14B","-7,51%"
"27/03/2025","201,42","200,18","201,42","199,30","7,13B","0,53%"
"26/03/2025","200,37","196,66","200,97","196,65","7,21B","2,46%"
"25/03/2025","195,55","195,51","197,24","194,60","6,82B","0,38%"
"24/03/2025","194,81","197,95","198,51","188,35","7,50B","-1,52%"
"21/03/2025","197,81","204,76","204,86","196,91","10,16B","-2,02%"
"20/03/2025","201,88","199,57","203,35","199,51","9,05B","2,16%"
"19/03/2025","197,62","193,41","198,40","191,04","8,31B","1,80%"
"18/03/2025","194,12","201,68","201,75","187,98","13,55B","-4,11%"
"17/03/2025","202,43","201,90","205,79","201,70","8,39B","-0,74%"
"14/03/2025","203,95","209,62","209,62","203,88","7,73B","-2,62%"
"13/03/2025","209,43","208,04","209,43","206,69","8,25B","0,85%"
"12/03/2025","207,66","204,48","207,75","204,44","8,53B","1,78%"
"11/03/2025","204,02","204,11","204,59","202,70","8,57B","-0,88%"
"10/03/2025","205,82","206,15","206,65","204,38","7,72B","0,07%"
"07/03/2025","205,68","204,85","207,59","203,63","7,38B","0,70%"
"06/03/2025","204,24","202,08","205,81","201,97","8,30B","1,52%"
"05/03/2025","201,18","196,95","201,20","196,95","7,95B","2,64%"
"04/03/2025","196,01","202,32","202,39","195,48","9,19B","-3,13%"
"03/03/2025","202,35","198,40","203,72","198,14","9,75B","2,82%"
"28/02/2025","196,80","203,95","203,96","195,66","11,02B","-3,58%"
"27/02/2025","204,12","206,23","207,04","202,51","7,85B","-0,91%"
"26/02/2025","205,99","207,34","208,47","204,23","7,86B","0,33%"
"25/02/2025","205,30","211,53","211,87","204,99","9,47B","-2,88%"
"24/02/2025","211,40","212,33","213,09","210,60","11,78B","-0,34%"
"21/02/2025","212,11","211,59","212,64","210,80","7,83B","0,58%"
"20/02/2025","210,89","210,90","211,97","210,16","12,04B","0,36%"
"19/02/2025","210,13","210,07","210,48","208,45","9,72B","0,34%"
"18/02/2025","209,42","208,16","209,81","207,95","9,50B","0,86%"
"17/02/2025","207,63","204,68","207,85","204,38","9,12B","1,70%"
"14/02/2025","204,16","203,32","204,30","203,06","7,88B","0,74%"
"13/02/2025","202,65","202,43","202,93","200,50","7,56B","-0,10%"
"12/02/2025","202,86","199,75","202,86","199,31","9,12B","1,97%"
"11/02/2025","198,94","203,06","203,64","198,53","8,88B","-1,81%"
"10/02/2025","202,60","203,78","205,06","201,26","8,62B","-0,76%"
"07/02/2025","204,15","207,86","207,86","203,00","8,50B","-2,22%"
"06/02/2025","208,79","213,03","213,12","207,74","8,59B","-1,48%"
"05/02/2025","211,94","212,68","213,02","211,26","8,91B","0,00%"
"04/02/2025","211,93","210,79","213,51","210,79","10,69B","0,89%"
"03/02/2025","210,06","211,38","211,47","207,06","8,14B","-0,83%"
"31/01/2025","211,82","212,47","213,51","211,82","7,16B","-0,05%"
"30/01/2025","211,93","214,55","214,59","210,75","8,73B","-1,20%"
"24/01/2025","214,50","214,74","215,44","214,50","7,66B","0,06%"
"23/01/2025","214,37","216,85","217,73","214,37","9,12B","-0,92%"
"22/01/2025","216,36","214,37","216,52","214,37","8,69B","1,41%"
"21/01/2025","213,36","214,45","215,01","213,36","9,12B","-0,15%"
"20/01/2025","213,68","214,15","214,72","213,45","9,63B","0,02%"
"17/01/2025","213,63","212,58","213,63","211,33","11,50B","0,81%"
"16/01/2025","211,91","213,96","214,16","211,36","9,83B","-0,35%"
"15/01/2025","212,66","211,86","212,76","211,57","11,14B","0,85%"
"14/01/2025","210,87","212,42","213,03","210,87","10,34B","-0,51%"
"13/01/2025","211,94","212,89","213,51","211,30","9,78B","-0,23%"
"10/01/2025","212,42","211,02","212,65","210,86","9,57B","0,95%"
"09/01/2025","210,42","211,22","212,30","210,42","8,88B","-0,10%"
"08/01/2025","210,63","212,90","213,28","210,30","8,03B","-0,94%"
"07/01/2025","212,63","212,37","213,04","211,33","7,44B","0,13%"
"06/01/2025","212,36","216,15","216,25","212,20","7,92B","-1,65%"
"03/01/2025","215,93","217,01","217,60","214,80","9,11B","-0,21%"
"02/01/2025","216,38","216,32","216,47","214,86","10,28B","0,34%"
"30/12/2024","215,65","213,84","215,65","212,67","7,13B","0,84%"
"27/12/2024","213,86","215,34","216,14","213,43","6,68B","-0,40%"
"24/12/2024","214,71","215,02","215,29","213,68","7,41B","0,12%"
"23/12/2024","214,44","213,60","214,99","213,24","7,98B","1,00%"
"20/12/2024","212,33","212,62","213,56","211,23","8,82B","-0,09%"
"19/12/2024","212,52","214,97","214,97","211,68","9,90B","-1,77%"
"18/12/2024","216,36","218,68","219,77","216,36","7,87B","-0,92%"
"17/12/2024","218,36","221,18","221,56","217,28","7,66B","-1,44%"
"16/12/2024","221,55","224,71","225,05","220,75","8,44B","-1,55%"
"13/12/2024","225,03","226,78","226,95","224,76","6,58B","-0,79%"
"12/12/2024","226,83","227,67","228,73","225,81","9,46B","-0,44%"
"11/12/2024","227,84","226,77","229,67","226,69","12,54B","0,55%"
"10/12/2024","226,58","226,79","227,18","225,32","12,76B","0,28%"
"09/12/2024","225,94","225,12","226,07","224,42","9,20B","0,60%"
"06/12/2024","224,59","223,54","224,59","223,07","7,71B","0,33%"
"05/12/2024","223,86","223,45","223,86","222,04","10,72B","0,24%"
"04/12/2024","223,34","220,40","223,69","220,27","13,54B","1,39%"
"03/12/2024","220,27","217,57","220,27","217,50","14,31B","1,65%"
"02/12/2024","216,68","217,49","218,89","216,38","12,95B","-0,35%"
"29/11/2024","217,45","218,93","219,80","216,57","17,81B","-1,02%"
"28/11/2024","219,68","221,04","222,00","219,38","14,48B","-1,06%"
"26/11/2024","222,03","223,53","224,29","221,85","12,64B","-0,41%"
"25/11/2024","222,95","220,85","223,27","220,72","22,05B","1,09%"
"22/11/2024","220,55","220,24","221,40","219,93","17,23B","0,34%"
"21/11/2024","219,81","219,41","221,93","219,41","12,62B","0,20%"
"20/11/2024","219,36","220,15","220,63","218,62","12,73B","-0,40%"
"19/11/2024","220,24","217,46","221,31","217,26","17,17B","1,48%"
"18/11/2024","217,02","216,39","217,42","216,05","16,82B","0,31%"
"15/11/2024","216,36","217,96","219,29","214,37","18,72B","-0,84%"
"14/11/2024","218,18","221,29","221,68","218,18","17,82B","-1,37%"
"13/11/2024","221,22","222,79","223,41","221,11","19,28B","-0,44%"
"12/11/2024","222,20","220,44","222,77","220,26","24,84B","0,88%"
"11/11/2024","220,27","221,88","222,56","219,03","18,56B","-0,72%"
"08/11/2024","221,87","220,52","222,99","220,52","12,34B","0,84%"
"07/11/2024","220,01","224,34","224,34","219,97","17,24B","-1,94%"
"06/11/2024","224,36","226,39","227,63","223,63","20,43B","-0,82%"
"05/11/2024","226,22","226,97","227,79","225,08","15,06B","-0,17%"
"04/11/2024","226,62","228,33","229,07","224,90","17,51B","-0,70%"
"01/11/2024","228,21","230,78","230,91","227,75","12,46B","-1,12%"
"31/10/2024","230,79","230,66","231,30","229,82","16,67B","0,11%"
"30/10/2024","230,54","231,13","231,40","229,17","13,59B","-0,27%"
"29/10/2024","231,17","231,75","232,98","230,66","14,15B","-0,14%"
"28/10/2024","231,50","232,04","232,48","229,38","15,89B","-0,16%"
"25/10/2024","231,86","232,86","233,97","231,68","17,48B","-0,35%"
"24/10/2024","232,68","235,09","235,20","232,68","19,09B","-1,06%"
"23/10/2024","235,18","235,62","236,35","234,37","22,46B","-0,32%"
"22/10/2024","235,92","234,75","236,11","233,72","24,45B","0,50%"
"21/10/2024","234,76","234,21","235,31","233,18","19,68B","0,31%"
"18/10/2024","234,02","233,12","234,07","232,08","19,35B","0,48%"
"17/10/2024","232,89","231,21","233,49","231,18","18,48B","0,73%"
"16/10/2024","231,20","230,27","231,20","229,77","16,26B","0,60%"
"15/10/2024","229,82","227,88","230,07","227,82","18,11B","0,96%"
"14/10/2024","227,64","226,50","227,94","226,49","17,30B","0,49%"
"11/10/2024","226,52","225,32","227,16","225,31","13,40B","0,90%"
"10/10/2024","224,51","225,40","225,83","224,05","11,96B","-0,33%"
"09/10/2024","225,25","226,76","227,15","224,85","11,52B","-0,68%"
"08/10/2024","226,80","226,57","227,45","225,25","13,67B","0,04%"
"07/10/2024","226,70","225,26","227,13","224,40","16,94B","0,83%"
"04/10/2024","224,83","226,53","226,88","224,40","19,28B","-0,77%"
"03/10/2024","226,58","228,18","228,37","226,14","15,37B","-0,47%"
"02/10/2024","227,66","229,50","229,83","226,02","27,54B","-1,06%"
"01/10/2024","230,10","226,98","230,10","226,79","18,03B","1,53%"
"30/09/2024","226,63","231,23","231,49","226,63","18,41B","-1,96%"
"27/09/2024","231,17","232,77","233,11","230,26","15,80B","-0,75%"
"26/09/2024","232,92","231,08","232,92","229,63","16,49B","0,92%"
"25/09/2024","230,79","229,30","230,79","228,03","22,79B","0,74%"
"24/09/2024","229,09","229,63","230,22","228,60","14,01B","-0,08%"
"23/09/2024","229,28","226,99","229,28","226,21","22,13B","1,11%"
"20/09/2024","226,75","229,44","229,46","226,04","27,56B","-1,20%"
"19/09/2024","229,52","228,15","229,62","227,69","22,14B","0,74%"
"18/09/2024","227,82","228,30","229,27","227,38","19,84B","0,01%"
"17/09/2024","227,80","227,06","228,20","226,99","18,16B","0,52%"
"13/09/2024","226,63","226,93","227,81","226,04","13,21B","0,06%"
"12/09/2024","226,50","224,81","227,17","224,81","21,75B","1,19%"
"11/09/2024","223,82","224,84","225,32","223,25","13,24B","-0,39%"
"10/09/2024","224,71","224,98","225,36","224,10","15,91B","0,16%"
"09/09/2024","224,34","224,89","225,55","223,22","10,47B","-0,24%"
"06/09/2024","224,89","224,70","226,17","224,68","8,80B","0,00%"
"05/09/2024","224,88","224,56","225,64","224,09","10,02B","0,21%"
"04/09/2024","224,40","223,09","225,08","221,93","11,29B","0,13%"
"03/09/2024","224,12","226,50","227,01","224,02","12,64B","-1,02%"
"02/09/2024","226,44","225,82","227,25","225,09","10,72B","0,42%"
"30/08/2024","225,50","224,90","226,16","223,60","14,34B","0,30%"
"29/08/2024","224,83","225,83","227,20","224,83","11,10B","-0,35%"
"28/08/2024","225,62","224,91","226,59","224,36","11,18B","0,52%"
"27/08/2024","224,46","223,59","224,46","223,15","10,48B","0,47%"
"26/08/2024","223,40","222,22","223,59","222,22","10,02B","0,57%"
"23/08/2024","222,14","221,13","222,97","221,08","8,50B","0,71%"
"22/08/2024","220,58","220,91","221,58","220,09","9,49B","-0,39%"
"21/08/2024","221,45","222,27","223,27","221,30","14,74B","-0,20%"
"20/08/2024","221,90","221,68","222,23","221,15","11,48B","0,44%"
"19/08/2024","220,92","221,16","221,70","219,95","9,28B","-0,12%"
"16/08/2024","221,18","221,78","222,16","220,59","11,91B","0,19%"
"15/08/2024","220,76","221,77","222,24","220,14","10,94B","-0,43%"
"14/08/2024","221,71","219,94","221,71","219,88","12,32B","0,91%"
"13/08/2024","219,71","219,02","220,53","218,34","11,07B","0,65%"
"12/08/2024","218,30","216,88","218,30","216,04","11,97B","0,67%"
"09/08/2024","216,84","215,43","217,13","215,43","8,34B","1,04%"
"08/08/2024","214,61","216,12","216,71","214,18","8,92B","-0,74%"
"07/08/2024","216,22","214,00","218,10","214,00","9,96B","1,18%"
"06/08/2024","213,69","212,30","214,96","211,94","8,62B","0,98%"
"05/08/2024","211,62","217,86","217,86","209,13","14,48B","-3,37%"
"02/08/2024","219,00","218,60","219,41","217,26","9,59B","0,02%"
"01/08/2024","218,95","218,37","219,34","217,78","8,45B","0,39%"
"31/07/2024","218,10","217,68","218,15","216,36","9,96B","0,34%"
"30/07/2024","217,37","218,85","218,99","216,90","9,26B","-0,67%"
"29/07/2024","218,84","218,42","220,06","218,21","10,40B","0,35%"
"26/07/2024","218,08","217,24","218,52","217,07","10,52B","0,58%"
"25/07/2024","216,82","217,94","218,05","215,78","9,29B","-0,55%"
"24/07/2024","218,01","219,02","219,34","217,42","11,82B","-0,43%"
"23/07/2024","218,96","218,02","218,96","217,98","22,49B","0,55%"
"22/07/2024","217,76","218,53","219,09","217,20","11,20B","-0,07%"
"19/07/2024","217,91","219,05","219,44","217,00","9,69B","-0,64%"
"18/07/2024","219,33","218,71","219,88","218,46","11,38B","0,28%"
"17/07/2024","218,71","218,94","219,13","217,52","18,21B","0,54%"
"16/07/2024","217,53","218,59","218,74","216,91","7,73B","-0,24%"
"15/07/2024","218,06","218,91","219,48","217,08","7,82B","-0,30%"
"12/07/2024","218,71","219,10","219,68","217,94","9,39B","0,13%"
"11/07/2024","218,43","217,54","218,90","217,20","11,56B","0,64%"
"10/07/2024","217,04","215,99","217,88","215,90","17,99B","0,63%"
"09/07/2024","215,68","216,47","216,84","215,39","9,90B","-0,47%"
"08/07/2024","216,71","216,12","216,71","215,15","12,66B","0,40%"
"05/07/2024","215,84","215,51","216,10","214,83","10,08B","0,29%"
"04/07/2024","215,21","215,36","216,44","214,94","12,29B","-0,01%"
"03/07/2024","215,23","212,89","215,23","212,80","8,98B","1,27%"
"02/07/2024","212,53","212,32","213,27","211,64","9,32B","0,14%"
"01/07/2024","212,24","209,73","212,52","209,59","8,09B","1,42%"
"28/06/2024","209,27","207,61","209,62","207,50","7,02B","0,88%"
"27/06/2024","207,45","207,29","207,86","206,53","5,72B","0,26%"
"26/06/2024","206,91","205,22","208,05","205,21","8,58B","0,95%"
"25/06/2024","204,97","205,18","205,51","204,38","7,75B","-0,08%"
"24/06/2024","205,14","204,67","205,40","204,31","8,90B","0,27%"
"21/06/2024","204,59","206,08","207,34","204,59","16,85B","-0,58%"
"20/06/2024","205,79","205,36","206,00","204,43","11,20B","0,40%"
"19/06/2024","204,96","205,63","206,00","204,54","18,04B","-0,03%"
"14/06/2024","205,03","207,68","208,07","204,57","11,39B","-1,23%"
"13/06/2024","207,58","208,85","209,60","207,53","13,10B","-0,22%"
"12/06/2024","208,03","208,89","209,12","206,88","13,84B","-0,14%"
"11/06/2024","208,33","210,23","210,85","208,33","12,87B","-1,16%"
"10/06/2024","210,77","211,37","211,52","209,38","19,50B","-0,24%"
"07/06/2024","211,29","212,80","213,38","210,74","9,08B","-0,58%"
"06/06/2024","212,52","212,59","214,21","211,50","10,91B","0,41%"
"05/06/2024","211,66","217,20","217,80","211,18","11,26B","-2,50%"
"04/06/2024","217,10","215,20","218,67","215,11","12,94B","1,08%"
"03/06/2024","214,78","214,59","215,42","213,21","10,30B","0,65%"
"31/05/2024","213,40","216,12","216,77","212,06","19,13B","-0,89%"
"30/05/2024","215,31","218,10","218,32","214,91","13,75B","-1,32%"
"29/05/2024","218,19","221,58","221,65","217,65","10,41B","-0,40%"
"28/05/2024","219,07","218,67","221,63","217,88","12,45B","1,24%"
"27/05/2024","216,39","215,73","217,87","215,43","13,66B","0,55%"
"22/05/2024","215,20","214,48","215,65","214,11","9,75B","0,61%"
"21/05/2024","213,90","215,34","215,62","213,74","9,84B","-0,64%"
"20/05/2024","215,26","215,16","216,35","214,40","12,19B","0,32%"
"17/05/2024","214,59","214,20","215,38","214,11","14,74B","0,27%"
"16/05/2024","214,00","212,89","214,31","212,89","12,18B","0,49%"
"15/05/2024","212,95","211,06","213,18","210,94","10,92B","0,95%"
"14/05/2024","210,95","211,16","212,06","210,23","10,71B","-0,44%"
"13/05/2024","211,88","211,07","212,31","210,68","10,29B","0,33%"
"08/05/2024","211,18","211,72","211,94","210,43","11,49B","-0,06%"
"07/05/2024","211,31","211,95","212,71","210,82","11,56B","-0,19%"
"06/05/2024","211,72","211,81","212,35","210,97","13,38B","0,37%"
"03/05/2024","210,95","210,58","211,22","209,75","13,12B","0,46%"
"02/05/2024","209,98","211,39","211,69","209,09","","-0,59%"
"01/05/2024","211,23","209,50","211,93","209,38","","0,00%"
"30/04/2024","211,23","209,50","211,93","209,38","","1,10%"
"29/04/2024","208,92","205,94","208,92","205,37","","1,74%"
"26/04/2024","205,35","208,10","208,44","205,35","","-1,36%"
"25/04/2024","208,19","208,01","208,66","207,57","","0,09%"
"24/04/2024","208,01","207,54","208,97","207,49","","0,32%"
"23/04/2024","207,35","206,86","208,83","206,86","","0,42%"
"22/04/2024","206,50","206,87","208,25","206,14","","0,07%"
"19/04/2024","206,35","208,62","208,84","205,41","","-1,21%"
"18/04/2024","208,88","208,84","209,23","208,01","","0,15%"
"17/04/2024","208,56","211,58","211,81","208,56","","-1,26%"
"16/04/2024","211,24","211,96","212,29","209,06","12,66B","-0,94%"
"05/04/2024","213,25","212,94","213,85","212,61","6,81B","0,11%"
"04/04/2024","213,01","211,21","213,19","210,93","7,95B","0,92%"
"03/04/2024","211,07","211,52","212,08","210,58","8,00B","-0,33%"
"02/04/2024","211,77","209,23","211,77","208,99","9,42B","1,18%"
"01/04/2024","209,31","209,67","209,97","207,47","8,66B","-0,16%"
"28/03/2024","209,64","209,51","210,08","208,15","9,59B","0,08%"
"27/03/2024","209,47","211,97","212,28","209,09","9,62B","-1,21%"
"26/03/2024","212,04","211,78","212,45","211,09","10,54B","-0,16%"
"25/03/2024","212,37","212,71","213,29","211,53","8,76B","-0,15%"
"22/03/2024","212,69","212,69","213,01","211,74","8,86B","0,13%"
"21/03/2024","212,42","212,58","214,00","212,38","10,72B","0,20%"
"20/03/2024","212,01","211,27","212,62","210,96","13,80B","0,16%"
"19/03/2024","211,66","211,31","212,33","211,22","10,85B","0,40%"
"18/03/2024","210,81","210,40","211,69","209,50","12,62B","0,23%"
"15/03/2024","210,32","212,26","212,37","209,83","19,79B","-0,83%"
"14/03/2024","212,10","211,74","213,33","210,63","9,73B","0,36%"
"13/03/2024","211,34","210,67","212,20","210,55","10,00B","0,53%"
"08/03/2024","210,22","211,01","211,40","210,02","9,64B","-0,27%"
"07/03/2024","210,79","210,06","211,25","209,78","16,37B","0,37%"
"06/03/2024","210,01","207,70","210,05","207,60","14,71B","1,16%"
"05/03/2024","207,61","208,93","209,28","207,32","12,04B","-0,61%"
"04/03/2024","208,88","210,14","210,43","208,23","13,63B","-0,40%"
"01/03/2024","209,72","209,36","210,29","208,58","10,65B","0,04%"
"29/02/2024","209,64","209,39","209,76","208,50","19,48B","0,26%"
"28/02/2024","209,10","209,58","209,89","208,41","19,05B","-0,02%"
"27/02/2024","209,15","209,10","209,24","208,02","14,50B","-0,01%"
"26/02/2024","209,18","209,99","210,29","208,78","11,60B","-0,41%"
"23/02/2024","210,04","210,78","211,04","208,96","10,80B","-0,29%"
"22/02/2024","210,66","209,74","210,92","209,66","11,68B","0,44%"
"21/02/2024","209,74","209,81","210,41","208,34","11,42B","-0,09%"
"20/02/2024","209,91","209,81","210,87","209,56","9,93B","0,20%"
"19/02/2024","209,50","210,46","210,71","208,88","11,90B","-0,49%"
"16/02/2024","210,54","210,20","210,88","209,98","11,43B","0,27%"
"15/02/2024","209,98","210,01","211,20","209,45","13,68B","0,90%"
"13/02/2024","208,10","211,19","211,19","207,76","8,57B","-1,36%"
"12/02/2024","210,98","210,51","211,06","209,71","12,89B","0,39%"
"07/02/2024","210,16","211,54","211,75","209,84","7,95B","-0,52%"
"06/02/2024","211,26","210,60","211,76","210,34","11,55B","0,40%"
"05/02/2024","210,42","212,68","212,97","210,30","10,88B","-0,98%"
"02/02/2024","212,50","211,78","212,50","210,79","9,18B","0,37%"
"01/02/2024","211,72","211,75","212,64","210,82","12,42B","0,11%"
